date,tournament,team,opponent,location,result,score,opp_score,points,xg,city,country,neutral,age,min,crdY,crdR
2022-06-03,UEFA Nations League,Slovakia,Belarus,0,W,1,0,3,NA,Novi Sad,Serbia,TRUE,27.1875,61.875,2,0
2022-06-03,UEFA Nations League,Liechtenstein,Moldova,1,L,0,2,0,NA,Vaduz,Liechtenstein,FALSE,25.4375,61.875,3,0
2022-06-03,UEFA Nations League,Moldova,Liechtenstein,-1,W,2,0,3,NA,Vaduz,Liechtenstein,FALSE,26.75,61.875,2,0
2022-06-03,UEFA Nations League,Latvia,Andorra,1,W,3,0,3,NA,Riga,Latvia,FALSE,26.4,66,0,0
2022-06-03,UEFA Nations League,Andorra,Latvia,-1,L,0,3,0,NA,Riga,Latvia,FALSE,28.4375,61.875,0,0
2022-06-04,UEFA Nations League,Hungary,England,1,W,1,0,3,NA,Budapest,Hungary,FALSE,27.5,61.875,2,0
2022-06-04,UEFA Nations League,England,Hungary,-1,L,0,1,0,NA,Budapest,Hungary,FALSE,25.25,61.875,2,0
2022-06-04,UEFA Nations League,Italy,Germany,1,D,1,1,1,NA,Bologna,Italy,FALSE,24.4375,61.875,5,0
2022-06-04,UEFA Nations League,Germany,Italy,-1,D,1,1,1,NA,Bologna,Italy,FALSE,26.875,61.875,3,0
2022-06-04,UEFA Nations League,Montenegro,Romania,1,W,2,0,3,NA,Podgorica,Montenegro,FALSE,28.75,61.875,2,0
2022-06-04,UEFA Nations League,Romania,Montenegro,-1,L,0,2,0,NA,Podgorica,Montenegro,FALSE,27.375,61.875,1,0
2022-06-04,UEFA Nations League,Lithuania,Luxembourg,1,L,0,2,0,NA,Vilnius,Lithuania,FALSE,24.571428571428573,70.71428571428572,4,0
2022-06-04,UEFA Nations League,Luxembourg,Lithuania,-1,W,2,0,3,NA,Vilnius,Lithuania,FALSE,25.333333333333332,66,1,0
2014-06-06,Friendly,Croatia,Australia,0,W,1,0,3,NA,Salvador,Brazil,TRUE,26.941176470588236,58.23529411764706,3,0
2014-06-06,Friendly,Australia,Croatia,0,L,0,1,0,NA,Salvador,Brazil,TRUE,26.11764705882353,58.23529411764706,0,0
2022-06-05,FIFA World Cup qualification,Wales,Ukraine,1,W,1,0,3,NA,Cardiff,Wales,FALSE,26.642857142857142,70.71428571428571,2,0
2022-06-05,FIFA World Cup qualification,Ukraine,Wales,-1,L,0,1,0,NA,Cardiff,Wales,FALSE,26.2,66,2,0
2022-06-05,UEFA Nations League,Portugal,Switzerland,1,W,4,0,3,NA,Lisbon,Portugal,FALSE,27.875,61.875,1,0
2022-06-05,UEFA Nations League,Switzerland,Portugal,-1,L,0,4,0,NA,Lisbon,Portugal,FALSE,28.125,61.875,3,0
2022-06-05,UEFA Nations League,Czech Republic,Spain,1,D,2,2,1,NA,Prague,Czech Republic,FALSE,26,61.875,1,0
2022-06-05,UEFA Nations League,Spain,Czech Republic,-1,D,2,2,1,NA,Prague,Czech Republic,FALSE,26.6875,61.875,1,0
2022-06-05,UEFA Nations League,Serbia,Slovenia,1,W,4,1,3,NA,Belgrade,Serbia,FALSE,25.8125,61.875,1,0
2022-06-05,UEFA Nations League,Slovenia,Serbia,-1,L,1,4,0,NA,Belgrade,Serbia,FALSE,26.3125,61.875,1,0
2022-06-05,UEFA Nations League,Sweden,Norway,1,L,1,2,0,NA,Stockholm,Sweden,FALSE,26,66,5,0
2022-06-05,UEFA Nations League,Norway,Sweden,-1,W,2,1,3,NA,Stockholm,Sweden,FALSE,25.1875,61.875,1,0
2022-06-05,UEFA Nations League,Cyprus,Northern Ireland,1,D,0,0,1,NA,Larnaca,Cyprus,FALSE,25.9375,61.875,1,0
2022-06-05,UEFA Nations League,Northern Ireland,Cyprus,-1,D,0,0,1,NA,Larnaca,Cyprus,FALSE,26.5,61.875,2,0
2022-06-05,UEFA Nations League,Kosovo,Greece,1,L,0,1,0,NA,Pristina,Kosovo,FALSE,26.25,60.625,4,2
2022-06-05,UEFA Nations League,Greece,Kosovo,-1,W,1,0,3,NA,Pristina,Kosovo,FALSE,26.6,66,2,0
2022-06-05,UEFA Nations League,Bulgaria,Georgia,1,L,2,5,0,NA,Razgrad,Bulgaria,FALSE,25.3125,61.875,2,0
2022-06-05,UEFA Nations League,Georgia,Bulgaria,-1,W,5,2,3,NA,Razgrad,Bulgaria,FALSE,26.875,61.875,0,0
2022-06-05,UEFA Nations League,San Marino,Malta,1,L,0,2,0,NA,Serravalle,San Marino,FALSE,27.6875,61.875,2,0
2022-06-05,UEFA Nations League,Malta,San Marino,-1,W,2,0,3,NA,Serravalle,San Marino,FALSE,26.3125,61.875,3,0
2022-06-05,Friendly,Argentina,Estonia,0,W,5,0,3,NA,Pamplona,Spain,TRUE,27.058823529411764,58.23529411764706,0,0
2022-06-05,Friendly,Estonia,Argentina,0,L,0,5,0,NA,Pamplona,Spain,TRUE,27.352941176470587,58.23529411764706,0,0
1998-06-25,FIFA World Cup,Netherlands,Mexico,0,D,2,2,1,NA,Saint-Étienne,France,TRUE,27.285714285714285,70.71428571428572,2,0
1998-06-25,FIFA World Cup,Mexico,Netherlands,0,D,2,2,1,NA,Saint-Étienne,France,TRUE,26.76923076923077,76,4,1
2014-06-06,Friendly,Germany,Armenia,1,W,6,1,3,NA,Mainz,Germany,FALSE,26.823529411764707,58.23529411764706,0,0
2014-06-06,Friendly,Armenia,Germany,-1,L,1,6,0,NA,Mainz,Germany,FALSE,26.153846153846153,76.15384615384616,1,0
2022-06-05,Friendly,Mexico,Ecuador,0,D,0,0,1,NA,Chicago,United States,TRUE,28.125,61.875,3,0
2022-06-05,Friendly,Ecuador,Mexico,0,D,0,0,1,NA,Chicago,United States,TRUE,24.733333333333334,66,3,0
2022-06-05,Friendly,Peru,New Zealand,0,W,1,0,3,NA,Barcelona,Spain,TRUE,29.352941176470587,58.23529411764706,2,0
2022-06-05,Friendly,New Zealand,Peru,0,L,0,1,0,NA,Barcelona,Spain,TRUE,26,58.23529411764706,3,0
2022-06-05,Friendly,Saudi Arabia,Colombia,0,L,0,1,0,NA,Murcia,Spain,TRUE,26.529411764705884,58.23529411764705,1,0
2022-06-05,Friendly,Colombia,Saudi Arabia,0,W,1,0,3,NA,Murcia,Spain,TRUE,25.3125,61.875,2,0
2022-06-06,UEFA Nations League,Austria,Denmark,1,L,1,2,0,NA,Vienna,Austria,FALSE,25.875,61.875,0,0
2022-06-06,UEFA Nations League,Denmark,Austria,-1,W,2,1,3,NA,Vienna,Austria,FALSE,27.1875,61.875,2,0
2022-06-06,UEFA Nations League,Croatia,France,1,D,1,1,1,NA,Split,Croatia,FALSE,27.375,61.875,1,0
2022-06-06,UEFA Nations League,France,Croatia,-1,D,1,1,1,NA,Split,Croatia,FALSE,25.571428571428573,70.71428571428572,1,0
2022-06-06,UEFA Nations League,Iceland,Albania,1,D,1,1,1,NA,Reykjavík,Iceland,FALSE,24.125,61.875,1,0
2022-06-06,UEFA Nations League,Albania,Iceland,-1,D,1,1,1,NA,Reykjavík,Iceland,FALSE,27.5625,61.875,1,0
2022-06-06,UEFA Nations League,Belarus,Azerbaijan,0,D,0,0,1,NA,Novi Sad,Serbia,TRUE,25.0625,61.875,4,0
2022-06-06,UEFA Nations League,Azerbaijan,Belarus,0,D,0,0,1,NA,Novi Sad,Serbia,TRUE,26.733333333333334,65.53333333333333,4,1
2022-06-06,UEFA Nations League,Slovakia,Kazakhstan,1,L,0,1,0,NA,Trnava,Slovakia,FALSE,26.1875,61.875,4,0
2022-06-06,UEFA Nations League,Kazakhstan,Slovakia,-1,W,1,0,3,NA,Trnava,Slovakia,FALSE,28,61.875,6,0
2022-06-06,UEFA Nations League,Latvia,Liechtenstein,1,W,1,0,3,NA,Riga,Latvia,FALSE,26.4,66,1,0
2022-06-06,UEFA Nations League,Liechtenstein,Latvia,-1,L,0,1,0,NA,Riga,Latvia,FALSE,26.3125,61.875,1,0
2022-06-06,UEFA Nations League,Andorra,Moldova,1,D,0,0,1,NA,Andorra la Vella,Andorra,FALSE,27.375,61.875,2,0
2022-06-06,UEFA Nations League,Moldova,Andorra,-1,D,0,0,1,NA,Andorra la Vella,Andorra,FALSE,27.5,67.35714285714286,4,1
2014-06-06,Friendly,Japan,Zambia,0,W,4,3,3,NA,Tampa,United States,TRUE,26.764705882352942,58.23529411764705,3,0
2014-06-06,Friendly,Zambia,Japan,0,L,3,4,0,NA,Tampa,United States,TRUE,25.5625,61.875,1,0
2022-06-06,Friendly,Japan,Brazil,1,L,0,1,0,NA,Tokyo,Japan,FALSE,27.764705882352942,58.23529411764706,2,0
2022-06-06,Friendly,Brazil,Japan,-1,W,1,0,3,NA,Tokyo,Japan,FALSE,27.235294117647058,58.23529411764705,2,0
2022-06-07,UEFA Nations League,Germany,England,1,D,1,1,1,NA,Munich,Germany,FALSE,26.8,66,1,0
2022-06-07,UEFA Nations League,England,Germany,-1,D,1,1,1,NA,Munich,Germany,FALSE,26,70.71428571428571,0,0
2022-06-07,UEFA Nations League,Italy,Hungary,1,W,2,1,3,NA,Cesena,Italy,FALSE,24.5,61.875,2,0
2022-06-07,UEFA Nations League,Hungary,Italy,-1,L,1,2,0,NA,Cesena,Italy,FALSE,26.375,61.875,1,0
2022-06-07,UEFA Nations League,Finland,Montenegro,1,W,2,0,3,NA,Helsinki,Finland,FALSE,27.125,61.875,0,0
2022-06-07,UEFA Nations League,Montenegro,Finland,-1,L,0,2,0,NA,Helsinki,Finland,FALSE,28.125,61.875,1,0
2022-06-07,UEFA Nations League,Faroe Islands,Luxembourg,1,L,0,1,0,NA,Tórshavn,Faroe Islands,FALSE,28.3125,59.75,2,2
2022-06-07,UEFA Nations League,Luxembourg,Faroe Islands,-1,W,1,0,3,NA,Tórshavn,Faroe Islands,FALSE,26.071428571428573,70.71428571428571,0,0
2022-06-08,AFC Asian Cup qualification,Kuwait,Indonesia,1,L,1,2,0,NA,Kuwait City,Kuwait,FALSE,28.75,61.875,2,0
2022-06-08,AFC Asian Cup qualification,Indonesia,Kuwait,-1,W,2,1,3,NA,Kuwait City,Kuwait,FALSE,23.9375,61.875,1,0
2022-06-08,AFC Asian Cup qualification,Jordan,Nepal,0,W,2,0,3,NA,Kuwait City,Kuwait,TRUE,27.625,61.875,0,0
2022-06-08,AFC Asian Cup qualification,Nepal,Jordan,0,L,0,2,0,NA,Kuwait City,Kuwait,TRUE,23.142857142857142,70.71428571428571,1,0
2022-06-08,AFC Asian Cup qualification,Philippines,Yemen,0,D,0,0,1,NA,Ulaanbaatar,Mongolia,TRUE,26.8,66,1,0
2022-06-08,AFC Asian Cup qualification,Yemen,Philippines,0,D,0,0,1,NA,Ulaanbaatar,Mongolia,TRUE,23.866666666666667,66,2,0
2022-06-08,AFC Asian Cup qualification,Thailand,Maldives,0,W,3,0,3,NA,Namangan,Uzbekistan,TRUE,28.9375,61.875,1,0
2022-06-08,AFC Asian Cup qualification,Maldives,Thailand,0,L,0,3,0,NA,Namangan,Uzbekistan,TRUE,27.9375,61.875,0,0
2022-06-08,AFC Asian Cup qualification,Uzbekistan,Sri Lanka,1,W,3,0,3,NA,Namangan,Uzbekistan,FALSE,26.25,61.875,0,0
2022-06-08,AFC Asian Cup qualification,Sri Lanka,Uzbekistan,-1,L,0,3,0,NA,Namangan,Uzbekistan,FALSE,25.583333333333332,82.5,2,0
2014-06-06,Friendly,Russia,Morocco,1,W,2,0,3,NA,Moscow,Russia,FALSE,27.529411764705884,58.23529411764706,0,0
2014-06-06,Friendly,Morocco,Russia,-1,L,0,2,0,NA,Moscow,Russia,FALSE,26.8125,61.875,0,0
2022-06-08,AFC Asian Cup qualification,Hong Kong,Afghanistan,0,W,2,1,3,NA,Kolkota,India,TRUE,29.1875,61.875,2,0
2022-06-08,AFC Asian Cup qualification,Afghanistan,Hong Kong,0,L,1,2,0,NA,Kolkota,India,TRUE,27.3125,61.875,0,0
2022-06-08,AFC Asian Cup qualification,India,Cambodia,1,W,2,0,3,NA,Kolkota,India,FALSE,25.5625,61.875,2,0
2022-06-08,AFC Asian Cup qualification,Cambodia,India,-1,L,0,2,0,NA,Kolkota,India,FALSE,23.8125,61.875,0,0
2022-06-08,AFC Asian Cup qualification,Bahrain,Bangladesh,0,W,2,0,3,NA,Kuala Lumpur,Malaysia,TRUE,28.9375,61.875,2,0
2022-06-08,AFC Asian Cup qualification,Bangladesh,Bahrain,0,L,0,2,0,NA,Kuala Lumpur,Malaysia,TRUE,23.125,61.875,2,0
2022-06-08,AFC Asian Cup qualification,Tajikistan,Myanmar,0,W,4,0,3,NA,Bishkek,Kyrgyzstan,TRUE,23.375,61.875,0,0
2022-06-08,AFC Asian Cup qualification,Myanmar,Tajikistan,0,L,0,4,0,NA,Bishkek,Kyrgyzstan,TRUE,24.875,59.5,3,1
2022-06-08,UEFA Nations League,Wales,Netherlands,1,L,1,2,0,NA,Cardiff,Wales,FALSE,24.625,61.875,0,0
2022-06-08,UEFA Nations League,Netherlands,Wales,-1,W,2,1,3,NA,Cardiff,Wales,FALSE,25.2,66,1,0
2022-06-08,UEFA Nations League,Belgium,Poland,1,W,6,1,3,NA,Brussels,Belgium,FALSE,28.3125,61.875,1,0
2022-06-08,UEFA Nations League,Poland,Belgium,-1,L,1,6,0,NA,Brussels,Belgium,FALSE,25.9375,61.875,1,0
2022-06-08,UEFA Nations League,Scotland,Armenia,1,W,2,0,3,NA,Glasgow,Scotland,FALSE,26.0625,61.875,1,0
2022-06-08,UEFA Nations League,Armenia,Scotland,-1,L,0,2,0,NA,Glasgow,Scotland,FALSE,29.375,61.875,3,0
2022-06-09,UEFA Nations League,Portugal,Czech Republic,1,W,2,0,3,NA,Lisbon,Portugal,FALSE,28,61.875,4,0
2022-06-09,UEFA Nations League,Czech Republic,Portugal,-1,L,0,2,0,NA,Lisbon,Portugal,FALSE,25.4375,61.875,2,0
2022-06-09,UEFA Nations League,Switzerland,Spain,1,L,0,1,0,NA,Geneva,Switzerland,FALSE,28.125,61.875,4,0
2022-06-09,UEFA Nations League,Spain,Switzerland,-1,W,1,0,3,NA,Geneva,Switzerland,FALSE,27,66,0,0
2022-06-09,UEFA Nations League,Norway,Slovenia,1,D,0,0,1,NA,Oslo,Norway,FALSE,24.733333333333334,66,1,0
2022-06-09,UEFA Nations League,Slovenia,Norway,-1,D,0,0,1,NA,Oslo,Norway,FALSE,26.5625,60.125,2,1
2014-06-07,Friendly,El Salvador,Spain,0,L,0,2,0,NA,Landover,United States,TRUE,24.4375,61.875,0,0
2014-06-07,Friendly,Spain,El Salvador,0,W,2,0,3,NA,Landover,United States,TRUE,27.823529411764707,58.23529411764706,0,0
2022-06-09,UEFA Nations League,Sweden,Serbia,1,L,0,1,0,NA,Stockholm,Sweden,FALSE,25.6,66,2,0
2022-06-09,UEFA Nations League,Serbia,Sweden,-1,W,1,0,3,NA,Stockholm,Sweden,FALSE,27.125,61.875,4,0
2022-06-09,UEFA Nations League,Kosovo,Northern Ireland,1,W,3,2,3,NA,Pristina,Kosovo,FALSE,25.428571428571427,70.71428571428571,3,0
2022-06-09,UEFA Nations League,Northern Ireland,Kosovo,-1,L,2,3,0,NA,Pristina,Kosovo,FALSE,25.4375,61.875,2,0
2022-06-09,UEFA Nations League,Greece,Cyprus,1,W,3,0,3,NA,Vólos,Greece,FALSE,26.25,61.875,1,0
2022-06-09,UEFA Nations League,Cyprus,Greece,-1,L,0,3,0,NA,Vólos,Greece,FALSE,26.5,61.875,1,0
2022-06-09,UEFA Nations League,Gibraltar,Bulgaria,1,D,1,1,1,NA,Gibraltar,Gibraltar,FALSE,28.714285714285715,70.71428571428571,4,0
2022-06-09,UEFA Nations League,Bulgaria,Gibraltar,-1,D,1,1,1,NA,Gibraltar,Gibraltar,FALSE,24.571428571428573,70.71428571428571,3,0
2022-06-09,UEFA Nations League,Malta,Estonia,1,L,1,2,0,NA,Ta' Qali,Malta,FALSE,27.133333333333333,66,1,0
2022-06-09,UEFA Nations League,Estonia,Malta,-1,W,2,1,3,NA,Ta' Qali,Malta,FALSE,27.428571428571427,70.71428571428572,2,0
2022-06-09,Friendly,San Marino,Iceland,1,L,0,1,0,NA,Serravalle,San Marino,FALSE,28.176470588235293,58.23529411764706,3,0
2022-06-09,Friendly,Iceland,San Marino,-1,W,1,0,3,NA,Serravalle,San Marino,FALSE,23.3125,61.875,0,0
2022-06-09,Friendly,Saudi Arabia,Venezuela,0,L,0,1,0,NA,Murcia,Spain,TRUE,26.529411764705884,58.23529411764705,1,0
2022-06-09,Friendly,Venezuela,Saudi Arabia,0,W,1,0,3,NA,Murcia,Spain,TRUE,26.88235294117647,58.23529411764705,1,0
2022-06-10,UEFA Nations League,Austria,France,1,D,1,1,1,NA,Vienna,Austria,FALSE,27,66,4,0
2022-06-10,UEFA Nations League,France,Austria,-1,D,1,1,1,NA,Vienna,Austria,FALSE,25.357142857142858,70.71428571428572,0,0
2022-06-10,UEFA Nations League,Denmark,Croatia,1,L,0,1,0,NA,Copenhagen,Denmark,FALSE,27.125,61.875,2,0
2022-06-10,UEFA Nations League,Croatia,Denmark,-1,W,1,0,3,NA,Copenhagen,Denmark,FALSE,27,61.875,3,0
2022-06-10,UEFA Nations League,Albania,Israel,1,L,1,2,0,NA,Tirana,Albania,FALSE,27.0625,61.875,2,0
2022-06-10,UEFA Nations League,Israel,Albania,-1,W,2,1,3,NA,Tirana,Albania,FALSE,25.8,66,4,0
2014-06-07,Friendly,Estonia,Tajikistan,1,W,2,1,3,NA,Tallinn,Estonia,FALSE,25.529411764705884,58.23529411764706,1,0
2014-06-07,Friendly,Tajikistan,Estonia,-1,L,1,2,0,NA,Tallinn,Estonia,FALSE,24.176470588235293,58.23529411764705,1,0
2022-06-10,UEFA Nations League,Azerbaijan,Slovakia,1,L,0,1,0,NA,Mardakan,Azerbaijan,FALSE,26.9375,61.875,2,0
2022-06-10,UEFA Nations League,Slovakia,Azerbaijan,-1,W,1,0,3,NA,Mardakan,Azerbaijan,FALSE,27,66,4,0
2022-06-10,UEFA Nations League,Belarus,Kazakhstan,0,D,1,1,1,NA,Novi Sad,Serbia,TRUE,25.4375,61.875,1,0
2022-06-10,UEFA Nations League,Kazakhstan,Belarus,0,D,1,1,1,NA,Novi Sad,Serbia,TRUE,27.9375,61.875,1,0
2022-06-10,UEFA Nations League,Moldova,Latvia,1,L,2,4,0,NA,Chișinău,Moldova,FALSE,26.866666666666667,66,1,0
2022-06-10,UEFA Nations League,Latvia,Moldova,-1,W,4,2,3,NA,Chișinău,Moldova,FALSE,26.8125,61.875,2,0
2022-06-10,UEFA Nations League,Andorra,Liechtenstein,1,W,2,1,3,NA,Andorra la Vella,Andorra,FALSE,30.0625,61.875,2,0
2022-06-10,UEFA Nations League,Liechtenstein,Andorra,-1,L,1,2,0,NA,Andorra la Vella,Andorra,FALSE,25.0625,61.875,3,0
2022-06-11,AFC Asian Cup qualification,Indonesia,Jordan,0,L,0,1,0,NA,Kuwait City,Kuwait,TRUE,23.5625,61.875,2,0
2022-06-11,AFC Asian Cup qualification,Jordan,Indonesia,0,W,1,0,3,NA,Kuwait City,Kuwait,TRUE,27.733333333333334,66,1,0
2022-06-11,AFC Asian Cup qualification,Mongolia,Philippines,1,L,0,1,0,NA,Ulaanbaatar,Mongolia,FALSE,25.307692307692307,76.15384615384616,0,0
2022-06-11,AFC Asian Cup qualification,Philippines,Mongolia,-1,W,1,0,3,NA,Ulaanbaatar,Mongolia,FALSE,27.5,70.71428571428571,1,0
2022-06-11,AFC Asian Cup qualification,Yemen,Palestine,0,L,0,5,0,NA,Ulaanbaatar,Mongolia,TRUE,23.6875,61.875,4,0
2022-06-11,AFC Asian Cup qualification,Palestine,Yemen,0,W,5,0,3,NA,Ulaanbaatar,Mongolia,TRUE,26.0625,61.875,0,0
2022-06-11,AFC Asian Cup qualification,Sri Lanka,Thailand,0,L,0,2,0,NA,Namangan,Uzbekistan,TRUE,26.2,66,1,0
2022-06-11,AFC Asian Cup qualification,Thailand,Sri Lanka,0,W,2,0,3,NA,Namangan,Uzbekistan,TRUE,28.8125,61.875,1,0
2022-06-11,AFC Asian Cup qualification,Cambodia,Hong Kong,0,L,0,3,0,NA,Kolkota,India,TRUE,24.5,61.875,0,0
2022-06-11,AFC Asian Cup qualification,Hong Kong,Cambodia,0,W,3,0,3,NA,Kolkota,India,TRUE,27.9375,61.875,1,0
2022-06-11,AFC Asian Cup qualification,Bangladesh,Turkmenistan,0,L,1,2,0,NA,Kuala Lumpur,Malaysia,TRUE,23.1875,61.875,0,0
2022-06-11,AFC Asian Cup qualification,Turkmenistan,Bangladesh,0,W,2,1,3,NA,Kuala Lumpur,Malaysia,TRUE,28.375,61.875,2,0
2014-06-07,Friendly,Honduras,England,0,D,0,0,1,NA,Miami Gardens,United States,TRUE,28.294117647058822,56.76470588235295,5,1
2014-06-07,Friendly,England,Honduras,0,D,0,0,1,NA,Miami Gardens,United States,TRUE,27.3125,61.875,3,0
2022-06-11,AFC Asian Cup qualification,Malaysia,Bahrain,1,L,1,2,0,NA,Kuala Lumpur,Malaysia,FALSE,28.0625,61.875,0,0
2022-06-11,AFC Asian Cup qualification,Bahrain,Malaysia,-1,W,2,1,3,NA,Kuala Lumpur,Malaysia,FALSE,28.3125,61.875,3,0
2022-06-11,AFC Asian Cup qualification,Singapore,Tajikistan,0,L,0,1,0,NA,Bishkek,Kyrgyzstan,TRUE,27.714285714285715,70.71428571428572,4,0
2022-06-11,AFC Asian Cup qualification,Tajikistan,Singapore,0,W,1,0,3,NA,Bishkek,Kyrgyzstan,TRUE,24.466666666666665,66,1,0
2022-06-11,UEFA Nations League,England,Italy,1,D,0,0,1,NA,Wolverhampton,England,FALSE,25,61.875,2,0
2022-06-11,UEFA Nations League,Italy,England,-1,D,0,0,1,NA,Wolverhampton,England,FALSE,24.5,61.875,3,0
2022-06-11,UEFA Nations League,Hungary,Germany,1,D,1,1,1,NA,Budapest,Hungary,FALSE,27.666666666666668,66,3,0
2022-06-11,UEFA Nations League,Germany,Hungary,-1,D,1,1,1,NA,Budapest,Hungary,FALSE,26,61.875,1,0
2022-06-11,UEFA Nations League,Wales,Belgium,1,D,1,1,1,NA,Cardiff,Wales,FALSE,25.9375,61.875,2,0
2022-06-11,UEFA Nations League,Belgium,Wales,-1,D,1,1,1,NA,Cardiff,Wales,FALSE,28,66,2,0
2022-06-11,UEFA Nations League,Netherlands,Poland,1,D,2,2,1,NA,Rotterdam,Netherlands,FALSE,26.466666666666665,66,3,0
2022-06-11,UEFA Nations League,Poland,Netherlands,-1,D,2,2,1,NA,Rotterdam,Netherlands,FALSE,27.076923076923077,76.15384615384616,5,0
2022-06-11,UEFA Nations League,Ukraine,Armenia,0,W,3,0,3,NA,Łódź,Poland,TRUE,25.8125,61.875,3,0
2022-06-11,UEFA Nations League,Armenia,Ukraine,0,L,0,3,0,NA,Łódź,Poland,TRUE,28.066666666666666,66,4,0
2022-06-11,UEFA Nations League,Romania,Finland,1,W,1,0,3,NA,Bucharest,Romania,FALSE,26.333333333333332,66,2,0
2022-06-11,UEFA Nations League,Finland,Romania,-1,L,0,1,0,NA,Bucharest,Romania,FALSE,27.066666666666666,66,2,0
2022-06-11,UEFA Nations League,Faroe Islands,Lithuania,1,W,2,1,3,NA,Tórshavn,Faroe Islands,FALSE,28.375,61.875,3,0
2022-06-11,UEFA Nations League,Lithuania,Faroe Islands,-1,L,1,2,0,NA,Tórshavn,Faroe Islands,FALSE,26.1875,61.875,4,0
2022-06-11,Friendly,Ecuador,Cape Verde,0,W,1,0,3,NA,Fort Lauderdale,United States,TRUE,24.58823529411765,58.23529411764705,1,0
2022-06-11,Friendly,Cape Verde,Ecuador,0,L,0,1,0,NA,Fort Lauderdale,United States,TRUE,25.823529411764707,58.23529411764705,3,0
2014-06-07,Friendly,United States,Nigeria,1,W,2,1,3,NA,Jacksonville,United States,FALSE,28.125,61.875,0,0
2014-06-07,Friendly,Nigeria,United States,-1,L,1,2,0,NA,Jacksonville,United States,FALSE,25.857142857142858,66,0,0
2022-06-12,UEFA Nations League,Spain,Czech Republic,1,W,2,0,3,NA,Málaga,Spain,FALSE,27,61.875,1,0
2022-06-12,UEFA Nations League,Czech Republic,Spain,-1,L,0,2,0,NA,Málaga,Spain,FALSE,26.125,61.875,0,0
2022-06-12,UEFA Nations League,Switzerland,Portugal,1,W,1,0,3,NA,Geneva,Switzerland,FALSE,27.0625,61.875,2,0
2022-06-12,UEFA Nations League,Portugal,Switzerland,-1,L,0,1,0,NA,Geneva,Switzerland,FALSE,26.6875,61.875,2,0
2022-06-12,UEFA Nations League,Norway,Sweden,1,W,3,2,3,NA,Oslo,Norway,FALSE,25.0625,61.875,4,0
2022-06-12,UEFA Nations League,Sweden,Norway,-1,L,2,3,0,NA,Oslo,Norway,FALSE,25.875,61.875,3,0
2022-06-12,UEFA Nations League,Slovenia,Serbia,1,D,2,2,1,NA,Ljubljana,Slovenia,FALSE,26.3125,61.875,5,0
2022-06-12,UEFA Nations League,Serbia,Slovenia,-1,D,2,2,1,NA,Ljubljana,Slovenia,FALSE,26.1875,61.875,2,0
2022-06-12,UEFA Nations League,Northern Ireland,Cyprus,1,D,2,2,1,NA,Belfast,Northern Ireland,FALSE,26.625,61.875,1,0
2022-06-12,UEFA Nations League,Cyprus,Northern Ireland,-1,D,2,2,1,NA,Belfast,Northern Ireland,FALSE,26.533333333333335,66,1,0
2022-06-12,UEFA Nations League,Greece,Kosovo,1,W,2,0,3,NA,Vólos,Greece,FALSE,26.5,61.875,3,0
2022-06-12,UEFA Nations League,Kosovo,Greece,-1,L,0,2,0,NA,Vólos,Greece,FALSE,25.266666666666666,66,1,0
2022-06-12,UEFA Nations League,Georgia,Bulgaria,1,D,0,0,1,NA,Tbilisi,Georgia,FALSE,26.066666666666666,66,1,0
2022-06-12,UEFA Nations League,Bulgaria,Georgia,-1,D,0,0,1,NA,Tbilisi,Georgia,FALSE,26.785714285714285,70.71428571428572,2,0
2022-06-12,UEFA Nations League,Malta,San Marino,1,W,1,0,3,NA,Ta' Qali,Malta,FALSE,26.8,66,0,0
2022-06-12,UEFA Nations League,San Marino,Malta,-1,L,0,1,0,NA,Ta' Qali,Malta,FALSE,27.25,61.875,3,0
2022-06-13,FIFA World Cup qualification,Australia,Peru,0,D,0,0,1,NA,Al Rayyan,Qatar,TRUE,28.4375,82.5,1,0
2022-06-13,FIFA World Cup qualification,Peru,Australia,0,D,0,0,1,NA,Al Rayyan,Qatar,TRUE,29.214285714285715,94.28571428571429,1,0
2022-06-13,UEFA Nations League,Denmark,Austria,1,W,2,0,3,NA,Copenhagen,Denmark,FALSE,27.0625,61.875,1,0
2022-06-13,UEFA Nations League,Austria,Denmark,-1,L,0,2,0,NA,Copenhagen,Denmark,FALSE,27.375,61.875,2,0
2014-06-08,Friendly,France,Jamaica,1,W,8,0,3,NA,Villeneuve-d'Ascq,France,FALSE,26.470588235294116,58.23529411764705,1,0
2014-06-08,Friendly,Jamaica,France,-1,L,0,8,0,NA,Villeneuve-d'Ascq,France,FALSE,25.625,61.875,0,0
2022-06-13,UEFA Nations League,France,Croatia,1,L,0,1,0,NA,Paris,France,FALSE,25.6,66,3,0
2022-06-13,UEFA Nations League,Croatia,France,-1,W,1,0,3,NA,Paris,France,FALSE,26.066666666666666,66,1,0
2022-06-13,UEFA Nations League,Iceland,Israel,1,D,2,2,1,NA,Reykjavík,Iceland,FALSE,24.375,61.875,1,0
2022-06-13,UEFA Nations League,Israel,Iceland,-1,D,2,2,1,NA,Reykjavík,Iceland,FALSE,26.3125,61.875,2,0
2022-06-13,UEFA Nations League,Azerbaijan,Belarus,1,W,2,0,3,NA,Mardakan,Azerbaijan,FALSE,26.5,61.875,1,0
